特性名,效果,图标文件,本地URL,远程URL,来源精灵,详情页
好象坏象,状态技能应对1次后，回满状态，变为棋绮后。,好象坏象.png,/ability-icons/%E5%A5%BD%E8%B1%A1%E5%9D%8F%E8%B1%A1.png,https://patchwiki.biligame.com/images/rocom/9/95/ik4m9ks08lv6ygw7ohbdsn8uncx8wgl.png,棋祈督（白子）|棋祈督（黑子）,https://wiki.biligame.com/rocom/%E6%A3%8B%E7%A5%88%E7%9D%A3%EF%BC%88%E7%99%BD%E5%AD%90%EF%BC%89|https://wiki.biligame.com/rocom/%E6%A3%8B%E7%A5%88%E7%9D%A3%EF%BC%88%E9%BB%91%E5%AD%90%EF%BC%89
威慑,打断敌方时，被打断的技能进入2回合冷却。,威慑.png,/ability-icons/%E5%A8%81%E6%85%91.png,https://patchwiki.biligame.com/images/rocom/e/ea/f4yhldlmqk54hxz9ofwkdjtngv68qpd.png,小怂猫|小怂猫（山间竹林的样子）|怒目怂猫（山间竹林的样子）|怒目怂猫,https://wiki.biligame.com/rocom/%E5%B0%8F%E6%80%82%E7%8C%AB|https://wiki.biligame.com/rocom/%E5%B0%8F%E6%80%82%E7%8C%AB%EF%BC%88%E5%B1%B1%E9%97%B4%E7%AB%B9%E6%9E%97%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89|https://wiki.biligame.com/rocom/%E6%80%92%E7%9B%AE%E6%80%82%E7%8C%AB%EF%BC%88%E5%B1%B1%E9%97%B4%E7%AB%B9%E6%9E%97%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89|https://wiki.biligame.com/rocom/%E6%80%92%E7%9B%AE%E6%80%82%E7%8C%AB
嫁祸,自己每失去25%生命，连击数+2。,嫁祸.png,/ability-icons/%E5%AB%81%E7%A5%B8.png,https://patchwiki.biligame.com/images/rocom/5/50/nopy07w6a2apqblrvj8rv8max155f4c.png,小夜|紫夜|朔夜伊芙,https://wiki.biligame.com/rocom/%E5%B0%8F%E5%A4%9C|https://wiki.biligame.com/rocom/%E7%B4%AB%E5%A4%9C|https://wiki.biligame.com/rocom/%E6%9C%94%E5%A4%9C%E4%BC%8A%E8%8A%99
嫉妒,蓄力状态下，可以使用任一携带技能。,嫉妒.png,/ability-icons/%E5%AB%89%E5%A6%92.png,https://patchwiki.biligame.com/images/rocom/1/12/3f51kt1w29rqjk919kxnzspojecmjh9.png,伊雷龙|伊兰亚龙,https://wiki.biligame.com/rocom/%E4%BC%8A%E9%9B%B7%E9%BE%99|https://wiki.biligame.com/rocom/%E4%BC%8A%E5%85%B0%E4%BA%9A%E9%BE%99
守护者,己方其他精灵每有1层萌化，自己入场时全技能能耗-1。,守护者.png,/ability-icons/%E5%AE%88%E6%8A%A4%E8%80%85.png,https://patchwiki.biligame.com/images/rocom/4/4a/k585hb0zeq9cmk2bqi3i2riba0dl8mw.png,甜田螺|壳乙螺|卡洛儿,https://wiki.biligame.com/rocom/%E7%94%9C%E7%94%B0%E8%9E%BA|https://wiki.biligame.com/rocom/%E5%A3%B3%E4%B9%99%E8%9E%BA|https://wiki.biligame.com/rocom/%E5%8D%A1%E6%B4%9B%E5%84%BF
守望星,触发星陨时消耗一半层数，仍造成满层伤害。,守望星.png,/ability-icons/%E5%AE%88%E6%9C%9B%E6%98%9F.png,https://patchwiki.biligame.com/images/rocom/1/1c/d0edkkfwwu25szzfz8msn2wzq60dr08.png,幽星光|曜星光|暮星辰,https://wiki.biligame.com/rocom/%E5%B9%BD%E6%98%9F%E5%85%89|https://wiki.biligame.com/rocom/%E6%9B%9C%E6%98%9F%E5%85%89|https://wiki.biligame.com/rocom/%E6%9A%AE%E6%98%9F%E8%BE%B0
定向精炼,己方精灵每使用1次防御技能，自己入场时机械系和地面系技能威力+10%。,定向精炼.png,/ability-icons/%E5%AE%9A%E5%90%91%E7%B2%BE%E7%82%BC.png,https://patchwiki.biligame.com/images/rocom/4/49/6u6608l95rah86j2602wx6gtz54rzum.png,库多西|多西|波多西,https://wiki.biligame.com/rocom/%E5%BA%93%E5%A4%9A%E8%A5%BF|https://wiki.biligame.com/rocom/%E5%A4%9A%E8%A5%BF|https://wiki.biligame.com/rocom/%E6%B3%A2%E5%A4%9A%E8%A5%BF
宝剑王牌,仅可使用1号和3号位技能。,宝剑王牌.png,/ability-icons/%E5%AE%9D%E5%89%91%E7%8E%8B%E7%89%8C.png,https://patchwiki.biligame.com/images/rocom/0/05/it67v6fpa06f99rg761q4rjydv7xkga.png,圣剑骑士,https://wiki.biligame.com/rocom/%E5%9C%A3%E5%89%91%E9%AA%91%E5%A3%AB
对流,自己的能耗增加变为能耗降低；能耗降低变为能耗增加。,对流.png,/ability-icons/%E5%AF%B9%E6%B5%81.png,https://patchwiki.biligame.com/images/rocom/1/11/d8ng8ux1nug5l2k9gc00r0sla78elhp.png,双灯鱼|利灯鱼,https://wiki.biligame.com/rocom/%E5%8F%8C%E7%81%AF%E9%B1%BC|https://wiki.biligame.com/rocom/%E5%88%A9%E7%81%AF%E9%B1%BC
小偷小摸,入场时偷取所有敌方精灵2能量。,小偷小摸.png,/ability-icons/%E5%B0%8F%E5%81%B7%E5%B0%8F%E6%91%B8.png,https://patchwiki.biligame.com/images/rocom/8/8e/potoi7x0s6ctox99d681jrwf4dzstbh.png,幽影树,https://wiki.biligame.com/rocom/%E5%B9%BD%E5%BD%B1%E6%A0%91
张弛有度,周末时自己获得双攻+40%，其他时间获得双防+40%。,张弛有度.png,/ability-icons/%E5%BC%A0%E5%BC%9B%E6%9C%89%E5%BA%A6.png,https://patchwiki.biligame.com/images/rocom/6/6e/4vo5uakskxgzpbp16p88923c16aq5wu.png,布瓜蝌|上岸蛙,https://wiki.biligame.com/rocom/%E5%B8%83%E7%93%9C%E8%9D%8C|https://wiki.biligame.com/rocom/%E4%B8%8A%E5%B2%B8%E8%9B%99
得寸进尺,天气为雨天，或处于其他水系环境中时，获得双攻+100%。,得寸进尺.png,/ability-icons/%E5%BE%97%E5%AF%B8%E8%BF%9B%E5%B0%BA.png,https://patchwiki.biligame.com/images/rocom/7/7c/jjq3oagbt4f7l712eimziy4me9wwzen.png,草头鸭|卷毛鸭,https://wiki.biligame.com/rocom/%E8%8D%89%E5%A4%B4%E9%B8%AD|https://wiki.biligame.com/rocom/%E5%8D%B7%E6%AF%9B%E9%B8%AD
快充,离场时回复10能量。,快充.png,/ability-icons/%E5%BF%AB%E5%85%85.png,https://patchwiki.biligame.com/images/rocom/4/49/anrd5nyarff3ixhm78qnga19joetkz8.png,粉咩咩|电咩咩|电球咩咩,https://wiki.biligame.com/rocom/%E7%B2%89%E5%92%A9%E5%92%A9|https://wiki.biligame.com/rocom/%E7%94%B5%E5%92%A9%E5%92%A9|https://wiki.biligame.com/rocom/%E7%94%B5%E7%90%83%E5%92%A9%E5%92%A9
快锤,携带的能耗小于3的技能，获得迅捷。,快锤.png,/ability-icons/%E5%BF%AB%E9%94%A4.png,https://patchwiki.biligame.com/images/rocom/2/2a/ffo0azojx6lw685bvq9nfiwy3xyuwpx.png,锤头鹳,https://wiki.biligame.com/rocom/%E9%94%A4%E5%A4%B4%E9%B9%B3
思维之盾,应对成功后，下次行动技能能耗-5。,思维之盾.png,/ability-icons/%E6%80%9D%E7%BB%B4%E4%B9%8B%E7%9B%BE.png,https://patchwiki.biligame.com/images/rocom/c/c5/s9qw1ptgghj9mwu8d534q8okq21u020.png,水滴蛇|水蛇锁|游蛇魔使,https://wiki.biligame.com/rocom/%E6%B0%B4%E6%BB%B4%E8%9B%87|https://wiki.biligame.com/rocom/%E6%B0%B4%E8%9B%87%E9%94%81|https://wiki.biligame.com/rocom/%E6%B8%B8%E8%9B%87%E9%AD%94%E4%BD%BF
恶魔的晚宴,主动击败敌方精灵时，自己获得双攻+50%。,恶魔的晚宴.png,/ability-icons/%E6%81%B6%E9%AD%94%E7%9A%84%E6%99%9A%E5%AE%B4.png,https://patchwiki.biligame.com/images/rocom/8/85/it7nuyzbbu0zpevx4lps03uq3en247e.png,乌达（极昼的样子）|乌达（极夜的样子）|迷你乌（极昼的样子）|迷你乌（极夜的样子）,https://wiki.biligame.com/rocom/%E4%B9%8C%E8%BE%BE%EF%BC%88%E6%9E%81%E6%98%BC%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89|https://wiki.biligame.com/rocom/%E4%B9%8C%E8%BE%BE%EF%BC%88%E6%9E%81%E5%A4%9C%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89|https://wiki.biligame.com/rocom/%E8%BF%B7%E4%BD%A0%E4%B9%8C%EF%BC%88%E6%9E%81%E6%98%BC%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89|https://wiki.biligame.com/rocom/%E8%BF%B7%E4%BD%A0%E4%B9%8C%EF%BC%88%E6%9E%81%E5%A4%9C%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89
悲悯,己方队伍中每有1只力竭的精灵，自己获得双攻+30%。,悲悯.png,/ability-icons/%E6%82%B2%E6%82%AF.png,https://patchwiki.biligame.com/images/rocom/4/41/42zqwxeu5kkdh9j6z6wkrt67qt79w6k.png,恶魔狼,https://wiki.biligame.com/rocom/%E6%81%B6%E9%AD%94%E7%8B%BC
悼亡,双方队伍中每有1只力竭的精灵，自己获得双攻+30%。,悼亡.png,/ability-icons/%E6%82%BC%E4%BA%A1.png,https://patchwiki.biligame.com/images/rocom/7/70/42zqwxeu5kkdh9j6z6wkrt67qt79w6k.png,恶魔狼王,https://wiki.biligame.com/rocom/%E6%81%B6%E9%AD%94%E7%8B%BC%E7%8E%8B
惊吓,能量等于0的精灵，无法对自己造成伤害。,惊吓.png,/ability-icons/%E6%83%8A%E5%90%93.png,https://patchwiki.biligame.com/images/rocom/c/c2/903y245ed673kla2zideq6cq73lchp0.png,小灵面|暗影灵面（睁眼的样子）|暗影灵面（闭眼的样子）|幽冥眼（睁眼的样子）,https://wiki.biligame.com/rocom/%E5%B0%8F%E7%81%B5%E9%9D%A2|https://wiki.biligame.com/rocom/%E6%9A%97%E5%BD%B1%E7%81%B5%E9%9D%A2%EF%BC%88%E7%9D%81%E7%9C%BC%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89|https://wiki.biligame.com/rocom/%E6%9A%97%E5%BD%B1%E7%81%B5%E9%9D%A2%EF%BC%88%E9%97%AD%E7%9C%BC%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89|https://wiki.biligame.com/rocom/%E5%B9%BD%E5%86%A5%E7%9C%BC%EF%BC%88%E7%9D%81%E7%9C%BC%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89
慢热型,初始能量为0，入场前己方精灵每成功应对1次，回复5能量。,慢热型.png,/ability-icons/%E6%85%A2%E7%83%AD%E5%9E%8B.png,https://patchwiki.biligame.com/images/rocom/9/9a/stmmg3hzzrjlexikthszjvjzgtjeqwi.png,白发懒人|动力猿|瞌睡王,https://wiki.biligame.com/rocom/%E7%99%BD%E5%8F%91%E6%87%92%E4%BA%BA|https://wiki.biligame.com/rocom/%E5%8A%A8%E5%8A%9B%E7%8C%BF|https://wiki.biligame.com/rocom/%E7%9E%8C%E7%9D%A1%E7%8E%8B
打雪仗,初始能量为0，入场前己方精灵每放1次冰系技能，回复3能量。,打雪仗.png,/ability-icons/%E6%89%93%E9%9B%AA%E4%BB%97.png,https://patchwiki.biligame.com/images/rocom/f/fd/78lqp82gwrb5n2tdfsd1tx637ev7mui.png,雪豆丁|雪蛮人|雪巨人,https://wiki.biligame.com/rocom/%E9%9B%AA%E8%B1%86%E4%B8%81|https://wiki.biligame.com/rocom/%E9%9B%AA%E8%9B%AE%E4%BA%BA|https://wiki.biligame.com/rocom/%E9%9B%AA%E5%B7%A8%E4%BA%BA
扩散侵蚀,使用水系技能后，敌方获得中毒，获得层数等于中毒印记层数的2倍。,扩散侵蚀.png,/ability-icons/%E6%89%A9%E6%95%A3%E4%BE%B5%E8%9A%80.png,https://patchwiki.biligame.com/images/rocom/1/1b/eftz6viiinybaueax5acwoxyhvgf4a2.png,翡翠水母|琉璃水母,https://wiki.biligame.com/rocom/%E7%BF%A1%E7%BF%A0%E6%B0%B4%E6%AF%8D|https://wiki.biligame.com/rocom/%E7%90%89%E7%92%83%E6%B0%B4%E6%AF%8D
扫拖一体,回合结束时驱散敌方1层印记，且驱散后己方队伍获得1次随机奉献。,扫拖一体.png,/ability-icons/%E6%89%AB%E6%8B%96%E4%B8%80%E4%BD%93.png,https://patchwiki.biligame.com/images/rocom/d/d4/tw2lzy8csmi9rmsulogrevusx4le3ym.png,毛头小蛛|捕尘长绒,https://wiki.biligame.com/rocom/%E6%AF%9B%E5%A4%B4%E5%B0%8F%E8%9B%9B|https://wiki.biligame.com/rocom/%E6%8D%95%E5%B0%98%E9%95%BF%E7%BB%92
抓到你了,自己入场时敌方获得2层冻结，使敌方获得冻结时，也会使其获得全技能能耗+1。,抓到你了.png,/ability-icons/%E6%8A%93%E5%88%B0%E4%BD%A0%E4%BA%86.png,https://patchwiki.biligame.com/images/rocom/e/e5/t2j33v3wfs3613oslghh1wycm4e5q1a.png,雪影冰灵,https://wiki.biligame.com/rocom/%E9%9B%AA%E5%BD%B1%E5%86%B0%E7%81%B5
拨浪鼓,己方精灵每使用1次状态技能，自己入场时毒系和萌系技能威力+10。,拨浪鼓.png,/ability-icons/%E6%8B%A8%E6%B5%AA%E9%BC%93.png,https://patchwiki.biligame.com/images/rocom/b/b5/04hp1rbap9qsbaow6svbv8lre4fok51.png,古钟蛇（本来的样子）|古钟蛇（本命年的样子）|寒音蛇（本命年的样子）|寒音蛇（本来的样子）,https://wiki.biligame.com/rocom/%E5%8F%A4%E9%92%9F%E8%9B%87%EF%BC%88%E6%9C%AC%E6%9D%A5%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89|https://wiki.biligame.com/rocom/%E5%8F%A4%E9%92%9F%E8%9B%87%EF%BC%88%E6%9C%AC%E5%91%BD%E5%B9%B4%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89|https://wiki.biligame.com/rocom/%E5%AF%92%E9%9F%B3%E8%9B%87%EF%BC%88%E6%9C%AC%E5%91%BD%E5%B9%B4%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89|https://wiki.biligame.com/rocom/%E5%AF%92%E9%9F%B3%E8%9B%87%EF%BC%88%E6%9C%AC%E6%9D%A5%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89
指挥家,应对成功后，永久获得双攻+20%。,指挥家.png,/ability-icons/%E6%8C%87%E6%8C%A5%E5%AE%B6.png,https://patchwiki.biligame.com/images/rocom/1/10/0n5ozlo0mg88x1u12weqo8musqlu7am.png,可立鸡|晕晕鸡|绅士鸡,https://wiki.biligame.com/rocom/%E5%8F%AF%E7%AB%8B%E9%B8%A1|https://wiki.biligame.com/rocom/%E6%99%95%E6%99%95%E9%B8%A1|https://wiki.biligame.com/rocom/%E7%BB%85%E5%A3%AB%E9%B8%A1
振奋虫心,主动击败敌方后，己方队伍获得5次随机奉献。,振奋虫心.png,/ability-icons/%E6%8C%AF%E5%A5%8B%E8%99%AB%E5%BF%83.png,https://patchwiki.biligame.com/images/rocom/a/a3/lxgzoye5oamhgsem74inusabiojmtmf.png,矮脚爬爬|恶魔红钻,https://wiki.biligame.com/rocom/%E7%9F%AE%E8%84%9A%E7%88%AC%E7%88%AC|https://wiki.biligame.com/rocom/%E6%81%B6%E9%AD%94%E7%BA%A2%E9%92%BB
挺起胸脯,携带的能耗为1的技能，威力+50%。,挺起胸脯.png,/ability-icons/%E6%8C%BA%E8%B5%B7%E8%83%B8%E8%84%AF.png,https://patchwiki.biligame.com/images/rocom/d/d8/hr45lnhdgcfow4jpxlf0umz9dqd45un.png,鸭吉吉（蓬松的样子）|鸭吉吉（紧实的样子）|鸭吉吉（急急急鸭）|鸭吉吉（等一等鸭）,https://wiki.biligame.com/rocom/%E9%B8%AD%E5%90%89%E5%90%89%EF%BC%88%E8%93%AC%E6%9D%BE%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89|https://wiki.biligame.com/rocom/%E9%B8%AD%E5%90%89%E5%90%89%EF%BC%88%E7%B4%A7%E5%AE%9E%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89|https://wiki.biligame.com/rocom/%E9%B8%AD%E5%90%89%E5%90%89%EF%BC%88%E6%80%A5%E6%80%A5%E6%80%A5%E9%B8%AD%EF%BC%89|https://wiki.biligame.com/rocom/%E9%B8%AD%E5%90%89%E5%90%89%EF%BC%88%E7%AD%89%E4%B8%80%E7%AD%89%E9%B8%AD%EF%BC%89
捉迷藏,使敌方获得冻结时，也会使其获得全技能能耗+1。,捉迷藏.png,/ability-icons/%E6%8D%89%E8%BF%B7%E8%97%8F.png,https://patchwiki.biligame.com/images/rocom/0/05/t2j33v3wfs3613oslghh1wycm4e5q1a.png,大耳帽兜|帽兜娃娃|雪影娃娃,https://wiki.biligame.com/rocom/%E5%A4%A7%E8%80%B3%E5%B8%BD%E5%85%9C|https://wiki.biligame.com/rocom/%E5%B8%BD%E5%85%9C%E5%A8%83%E5%A8%83|https://wiki.biligame.com/rocom/%E9%9B%AA%E5%BD%B1%E5%A8%83%E5%A8%83
搜刮,敌方每使用1次【聚能】技能或更换精灵，自己入场时获得魔攻+20%。,搜刮.png,/ability-icons/%E6%90%9C%E5%88%AE.png,https://patchwiki.biligame.com/images/rocom/7/72/ctkg4hq0i5j2f0tyodbvd1v1uyq042m.png,空空颅|夜枭|夜宿颅,https://wiki.biligame.com/rocom/%E7%A9%BA%E7%A9%BA%E9%A2%85|https://wiki.biligame.com/rocom/%E5%A4%9C%E6%9E%AD|https://wiki.biligame.com/rocom/%E5%A4%9C%E5%AE%BF%E9%A2%85
散热,初始能量为0，入场前己方精灵每放1次火系技能，回复3能量。,散热.png,/ability-icons/%E6%95%A3%E7%83%AD.png,https://patchwiki.biligame.com/images/rocom/b/b0/0qgoeijdykttq5aufcoocly9g0wtxva.png,可爱猿|炽热猿|火焰猿,https://wiki.biligame.com/rocom/%E5%8F%AF%E7%88%B1%E7%8C%BF|https://wiki.biligame.com/rocom/%E7%82%BD%E7%83%AD%E7%8C%BF|https://wiki.biligame.com/rocom/%E7%81%AB%E7%84%B0%E7%8C%BF
斗技,应对成功后，获得全技能威力永久+20。,斗技.png,/ability-icons/%E6%96%97%E6%8A%80.png,https://patchwiki.biligame.com/images/rocom/c/c2/at8cdqvrzwyq6lt0gcswjbak3mira1z.png,武者鸡,https://wiki.biligame.com/rocom/%E6%AD%A6%E8%80%85%E9%B8%A1
无差别过滤,在场时，所有精灵连击数固定为2。,无差别过滤.png,/ability-icons/%E6%97%A0%E5%B7%AE%E5%88%AB%E8%BF%87%E6%BB%A4.png,https://patchwiki.biligame.com/images/rocom/4/48/icge01zr8cumtvfs0ir3l2yym1yhyz3.png,吸泥鸥|泥吼牙,https://wiki.biligame.com/rocom/%E5%90%B8%E6%B3%A5%E9%B8%A5|https://wiki.biligame.com/rocom/%E6%B3%A5%E5%90%BC%E7%89%99
无忧无虑,可获得的萌化层数不受限制。,无忧无虑.png,/ability-icons/%E6%97%A0%E5%BF%A7%E6%97%A0%E8%99%91.png,https://patchwiki.biligame.com/images/rocom/7/7d/8bmsb2c1drzex1maznqtuj3untx1e30.png,菊花梨,https://wiki.biligame.com/rocom/%E8%8F%8A%E8%8A%B1%E6%A2%A8
星地善良,回合结束时，若场上的己方精灵能量等于0，自己立即替换此精灵。,星地善良.png,/ability-icons/%E6%98%9F%E5%9C%B0%E5%96%84%E8%89%AF.png,https://patchwiki.biligame.com/images/rocom/7/7e/iq07ctaugb3ha0vqoc427ighpf2fpjs.png,小皮球|粉粉星,https://wiki.biligame.com/rocom/%E5%B0%8F%E7%9A%AE%E7%90%83|https://wiki.biligame.com/rocom/%E7%B2%89%E7%B2%89%E6%98%9F
暴食,携带的龙系技能获得迅捷。,暴食.png,/ability-icons/%E6%9A%B4%E9%A3%9F.png,https://patchwiki.biligame.com/images/rocom/8/87/6sl86mxachz6gr52zn4l9e4gb2tymlx.png,小翼龙|翼龙,https://wiki.biligame.com/rocom/%E5%B0%8F%E7%BF%BC%E9%BE%99|https://wiki.biligame.com/rocom/%E7%BF%BC%E9%BE%99
最好的伙伴,造成克制伤害后，获得攻防速+20%，并回复2能量。,最好的伙伴.png,/ability-icons/%E6%9C%80%E5%A5%BD%E7%9A%84%E4%BC%99%E4%BC%B4.png,https://patchwiki.biligame.com/images/rocom/8/8e/byivg8ij1v3f8l0dl2wbanleocmtd9s.png,迪莫,https://wiki.biligame.com/rocom/%E8%BF%AA%E8%8E%AB
月牙雪糕,使用攻击技能时，敌方每层冻结视为1层额外星陨印记。,月牙雪糕.png,/ability-icons/%E6%9C%88%E7%89%99%E9%9B%AA%E7%B3%95.png,https://patchwiki.biligame.com/images/rocom/c/c5/442uadjaim50c9j04urtrveshioezx6.png,月牙雪熊,https://wiki.biligame.com/rocom/%E6%9C%88%E7%89%99%E9%9B%AA%E7%86%8A
木桶戏法,离场后，更换入场的精灵以木桶状态登场。,木桶戏法.png,/ability-icons/%E6%9C%A8%E6%A1%B6%E6%88%8F%E6%B3%95.png,https://patchwiki.biligame.com/images/rocom/b/b2/nabv2k5jnagmmylyj37otdo68gi30er.png,绿草精灵|魔草巫灵,https://wiki.biligame.com/rocom/%E7%BB%BF%E8%8D%89%E7%B2%BE%E7%81%B5|https://wiki.biligame.com/rocom/%E9%AD%94%E8%8D%89%E5%B7%AB%E7%81%B5
机械变式,自己携带的技能每回合位置变化时，该技能能耗-1。,机械变式.png,/ability-icons/%E6%9C%BA%E6%A2%B0%E5%8F%98%E5%BC%8F.png,https://patchwiki.biligame.com/images/rocom/9/94/er3oprdg9j5uq5n4mmqlnw1sp1wzaie.png,权杖-Ⅱ|权杖-Ⅴ,https://wiki.biligame.com/rocom/%E6%9D%83%E6%9D%96-%E2%85%A1|https://wiki.biligame.com/rocom/%E6%9D%83%E6%9D%96-%E2%85%A4
构装契约者,入场时，若敌方魔力值为1，自己获得双防+50%。,构装契约者.png,/ability-icons/%E6%9E%84%E8%A3%85%E5%A5%91%E7%BA%A6%E8%80%85.png,https://patchwiki.biligame.com/images/rocom/f/f2/b9m9tnofz98a6tb4e9pmq6392wnbqvc.png,古卷匣魔像,https://wiki.biligame.com/rocom/%E5%8F%A4%E5%8D%B7%E5%8C%A3%E9%AD%94%E5%83%8F
正位宝剑,仅可以使用1号位技能。,正位宝剑.png,/ability-icons/%E6%AD%A3%E4%BD%8D%E5%AE%9D%E5%89%91.png,https://patchwiki.biligame.com/images/rocom/9/9b/it67v6fpa06f99rg761q4rjydv7xkga.png,圣剑侍从|圣剑-X,https://wiki.biligame.com/rocom/%E5%9C%A3%E5%89%91%E4%BE%8D%E4%BB%8E|https://wiki.biligame.com/rocom/%E5%9C%A3%E5%89%91-X
毒牙,使敌方获得中毒时，也会使其获得魔攻和魔防-40%。,毒牙.png,/ability-icons/%E6%AF%92%E7%89%99.png,https://patchwiki.biligame.com/images/rocom/8/89/2sj5c0yb4wz16d1o880xjp0qvx71nvq.png,多多|古啦多|多啦多,https://wiki.biligame.com/rocom/%E5%A4%9A%E5%A4%9A|https://wiki.biligame.com/rocom/%E5%8F%A4%E5%95%A6%E5%A4%9A|https://wiki.biligame.com/rocom/%E5%A4%9A%E5%95%A6%E5%A4%9A
毒腺,使用能耗小于等于1的技能时，敌方获得4层中毒。,毒腺.png,/ability-icons/%E6%AF%92%E8%85%BA.png,https://patchwiki.biligame.com/images/rocom/a/ab/3ogto0m61jj0zyhr8wy5323epas4mod.png,圆眼蜘蛛|尖角蜘蛛|芋香巨角蛛,https://wiki.biligame.com/rocom/%E5%9C%86%E7%9C%BC%E8%9C%98%E8%9B%9B|https://wiki.biligame.com/rocom/%E5%B0%96%E8%A7%92%E8%9C%98%E8%9B%9B|https://wiki.biligame.com/rocom/%E8%8A%8B%E9%A6%99%E5%B7%A8%E8%A7%92%E8%9B%9B
毒蘑菇,回合结束时，偷取敌方场上所有精灵1能量。,毒蘑菇.png,/ability-icons/%E6%AF%92%E8%98%91%E8%8F%87.png,https://patchwiki.biligame.com/images/rocom/5/5c/q0emyrc23wqetxucuxfhzrxnj8eapcz.png,幻灵菇|小灵菇|幻影灵菇,https://wiki.biligame.com/rocom/%E5%B9%BB%E7%81%B5%E8%8F%87|https://wiki.biligame.com/rocom/%E5%B0%8F%E7%81%B5%E8%8F%87|https://wiki.biligame.com/rocom/%E5%B9%BB%E5%BD%B1%E7%81%B5%E8%8F%87
氧循环,使用草系技能后，回复10%生命。,氧循环.png,/ability-icons/%E6%B0%A7%E5%BE%AA%E7%8E%AF.png,https://patchwiki.biligame.com/images/rocom/e/e7/5657r4c65zlrp3znhtcajvj7rsa5qoq.png,喵喵|喵呜|魔力猫,https://wiki.biligame.com/rocom/%E5%96%B5%E5%96%B5|https://wiki.biligame.com/rocom/%E5%96%B5%E5%91%9C|https://wiki.biligame.com/rocom/%E9%AD%94%E5%8A%9B%E7%8C%AB
水翼推进,己方精灵每使用1次水系技能，自己入场时获得全技能能耗-1。,水翼推进.png,/ability-icons/%E6%B0%B4%E7%BF%BC%E6%8E%A8%E8%BF%9B.png,https://patchwiki.biligame.com/images/rocom/4/49/mpzfdmeaa2b0d1zx03i4lljpp3ffzfq.png,风铃鲨|蓝蝶鲨|彩蝶鲨,https://wiki.biligame.com/rocom/%E9%A3%8E%E9%93%83%E9%B2%A8|https://wiki.biligame.com/rocom/%E8%93%9D%E8%9D%B6%E9%B2%A8|https://wiki.biligame.com/rocom/%E5%BD%A9%E8%9D%B6%E9%B2%A8
水翼飞升,己方精灵每使用1次水系技能，自己入场时获得全技能能耗-1，且能耗为0的技能威力+30%。,水翼飞升.png,/ability-icons/%E6%B0%B4%E7%BF%BC%E9%A3%9E%E5%8D%87.png,https://patchwiki.biligame.com/images/rocom/b/b6/mpzfdmeaa2b0d1zx03i4lljpp3ffzfq.png,神谕鲨,https://wiki.biligame.com/rocom/%E7%A5%9E%E8%B0%95%E9%B2%A8
泛音列,使用状态技能后，敌方获得【聒噪】技能的效果，持续3回合。,泛音列.png,/ability-icons/%E6%B3%9B%E9%9F%B3%E5%88%97.png,https://patchwiki.biligame.com/images/rocom/9/95/homgq6ts2yjt8ph2ijcte8xlvqa70yj.png,号儿鱼|圆号鱼,https://wiki.biligame.com/rocom/%E5%8F%B7%E5%84%BF%E9%B1%BC|https://wiki.biligame.com/rocom/%E5%9C%86%E5%8F%B7%E9%B1%BC
洁癖,离场后，自己的增益和减益会被更换入场的精灵继承。,洁癖.png,/ability-icons/%E6%B4%81%E7%99%96.png,https://patchwiki.biligame.com/images/rocom/1/14/kjxnj00t7aup521fqb2c8tr2xvjp97j.png,蓝珠天鹅|乖乖鹄|翠顶夫人,https://wiki.biligame.com/rocom/%E8%93%9D%E7%8F%A0%E5%A4%A9%E9%B9%85|https://wiki.biligame.com/rocom/%E4%B9%96%E4%B9%96%E9%B9%84|https://wiki.biligame.com/rocom/%E7%BF%A0%E9%A1%B6%E5%A4%AB%E4%BA%BA
洄游,每次进入蓄力状态，获得全技能能耗永久-1。,洄游.png,/ability-icons/%E6%B4%84%E6%B8%B8.png,https://patchwiki.biligame.com/images/rocom/5/5c/r03ck0nwl4xn7mqu18fges4ku6b4b0y.png,豆丁鱼|快鳍鱼|龙鱼,https://wiki.biligame.com/rocom/%E8%B1%86%E4%B8%81%E9%B1%BC|https://wiki.biligame.com/rocom/%E5%BF%AB%E9%B3%8D%E9%B1%BC|https://wiki.biligame.com/rocom/%E9%BE%99%E9%B1%BC
